"anno","nuts","zs","mm_prod"
1971,"ITG28",600,21.600000381469727
1972,"ITG28",600,128.52000427246094
1973,"ITG28",600,165.24000549316406
1974,"ITG28",600,32.400001525878906
1975,"ITG28",600,172.8000030517578
1976,"ITG28",600,34.560001373291016
1977,"ITG28",600,61.560001373291016
1978,"ITG28",600,286.20001220703125
1979,"ITG28",600,8.640000343322754
1980,"ITG28",600,271.0799865722656
1981,"ITG28",600,29.15999984741211
1982,"ITG28",600,141.47999572753906
1983,"ITG28",600,234.36000061035156
1984,"ITG28",600,180.36000061035156
1985,"ITG28",600,77.76000213623047
1986,"ITG28",600,289.44000244140625
1987,"ITG28",600,210.60000610351562
1988,"ITG28",600,151.1999969482422
1989,"ITG28",600,88.55999755859375
1990,"ITG28",600,193.32000732421875
1991,"ITG28",600,289.44000244140625
1992,"ITG28",600,461.1600036621094
1993,"ITG28",600,72.36000061035156
1994,"ITG28",600,358.55999755859375
1995,"ITG28",600,100.44000244140625
1996,"ITG28",600,61.560001373291016
1997,"ITG28",600,98.279998779296875
1998,"ITG28",600,550.79998779296875
1999,"ITG28",600,234.36000061035156
2000,"ITG28",600,27
2001,"ITG28",600,168.47999572753906
2002,"ITG28",600,105.83999633789062
2003,"ITG28",600,130.67999267578125
2004,"ITG28",600,218.16000366210938
2005,"ITG28",600,7.559999942779541
2006,"ITG28",600,0
2007,"ITG28",600,0
2008,"ITG28",600,0
2009,"ITG28",600,0
2010,"ITG28",600,0
2011,"ITG28",600,85.31999969482422
2012,"ITG28",600,0
2013,"ITG28",600,10.800000190734863
2014,"ITG28",600,0
1961,"ITG28",700,314.2799987792969
1962,"ITG28",700,558.3599853515625
1963,"ITG28",700,158.75999450683594
1964,"ITG28",700,326.1600036621094
1965,"ITG28",700,29.15999984741211
1966,"ITG28",700,21.600000381469727
1967,"ITG28",700,36.720001220703125
1968,"ITG28",700,48.599998474121094
1969,"ITG28",700,0
1970,"ITG28",700,49.68000030517578
1971,"ITG28",700,0
1972,"ITG28",700,60.47999954223633
1973,"ITG28",700,90.720001220703125
1974,"ITG28",700,11.880000114440918
1975,"ITG28",700,49.68000030517578
1976,"ITG28",700,0
1977,"ITG28",700,0
1978,"ITG28",700,141.47999572753906
1979,"ITG28",700,0
1980,"ITG28",700,146.8800048828125
1981,"ITG28",700,0
1982,"ITG28",700,83.160003662109375
1983,"ITG28",700,128.52000427246094
1984,"ITG28",700,164.16000366210938
1985,"ITG28",700,64.80000305175781
1986,"ITG28",700,98.279998779296875
1987,"ITG28",700,99.36000061035156
1988,"ITG28",700,35.63999938964844
1989,"ITG28",700,0
1990,"ITG28",700,36.720001220703125
1991,"ITG28",700,8.640000343322754
1992,"ITG28",700,230.0399932861328
1993,"ITG28",700,0
1994,"ITG28",700,124.19999694824219
1995,"ITG28",700,25.920000076293945
1996,"ITG28",700,58.31999969482422
1997,"ITG28",700,32.400001525878906
1998,"ITG28",700,197.63999938964844
1999,"ITG28",700,0
2000,"ITG28",700,22.68000030517578
2001,"ITG28",700,0
2002,"ITG28",700,17.280000686645508
2003,"ITG28",700,4.320000171661377
2004,"ITG28",700,58.31999969482422
2005,"ITG28",700,0
2006,"ITG28",700,0
2007,"ITG28",700,0
2008,"ITG28",700,0
2009,"ITG28",700,0
2010,"ITG28",700,0
2011,"ITG28",700,93.95999908447266
2012,"ITG28",700,0
2013,"ITG28",700,0
2014,"ITG28",700,0
1961,"ITG28",800,673.91998291015625
1962,"ITG28",800,598.32000732421875
1963,"ITG28",800,421.20001220703125
1964,"ITG28",800,529.20001220703125
1965,"ITG28",800,138.24000549316406
1966,"ITG28",800,111.23999786376953
1967,"ITG28",800,81
1968,"ITG28",800,289.44000244140625
1969,"ITG28",800,110.16000366210938
1970,"ITG28",800,156.60000610351562
1971,"ITG28",800,22.68000030517578
1972,"ITG28",800,225.72000122070312
1973,"ITG28",800,185.75999450683594
1974,"ITG28",800,46.439998626708984
1975,"ITG28",800,245.16000366210938
1976,"ITG28",800,39.959999084472656
1977,"ITG28",800,118.80000305175781
1978,"ITG28",800,366.1199951171875
1979,"ITG28",800,62.63999938964844
1980,"ITG28",800,346.67999267578125
1981,"ITG28",800,41.040000915527344
1982,"ITG28",800,341.2799987792969
1983,"ITG28",800,319.67999267578125
1984,"ITG28",800,294.8399963378906
1985,"ITG28",800,168.47999572753906
1986,"ITG28",800,389.8800048828125
1987,"ITG28",800,258.1199951171875
1988,"ITG28",800,219.24000549316406
1989,"ITG28",800,124.19999694824219
1990,"ITG28",800,268.9200134277344
1991,"ITG28",800,424.44000244140625
1992,"ITG28",800,557.280029296875
1993,"ITG28",800,111.23999786376953
1994,"ITG28",800,386.6400146484375
1995,"ITG28",800,143.63999938964844
1996,"ITG28",800,61.560001373291016
1997,"ITG28",800,109.08000183105469
1998,"ITG28",800,573.47998046875
1999,"ITG28",800,343.44000244140625
2000,"ITG28",800,35.63999938964844
2001,"ITG28",800,249.47999572753906
2002,"ITG28",800,127.44000244140625
2003,"ITG28",800,157.67999267578125
2004,"ITG28",800,304.55999755859375
2005,"ITG28",800,92.87999725341797
2006,"ITG28",800,0
2007,"ITG28",800,0
2008,"ITG28",800,57.2400016784668
2009,"ITG28",800,23.760000228881836
2010,"ITG28",800,15.119999885559082
2011,"ITG28",800,228.9600067138672
2012,"ITG28",800,6.480000019073486
2013,"ITG28",800,12.960000038146973
2014,"ITG28",800,12.960000038146973
1961,"ITG28",900,636.1199951171875
1962,"ITG28",900,565.91998291015625
1963,"ITG28",900,435.239990234375
1964,"ITG28",900,521.6400146484375
1965,"ITG28",900,156.60000610351562
1966,"ITG28",900,144.72000122070312
1967,"ITG28",900,84.23999786376953
1968,"ITG28",900,320.760009765625
1969,"ITG28",900,112.31999969482422
1970,"ITG28",900,177.1199951171875
1971,"ITG28",900,24.84000015258789
1972,"ITG28",900,218.16000366210938
1973,"ITG28",900,179.27999877929688
1974,"ITG28",900,60.47999954223633
1975,"ITG28",900,247.32000732421875
1976,"ITG28",900,41.040000915527344
1977,"ITG28",900,111.23999786376953
1978,"ITG28",900,376.9200134277344
1979,"ITG28",900,86.4000015258789
1980,"ITG28",900,360.7200012207031
1981,"ITG28",900,95.04000091552734
1982,"ITG28",900,360.7200012207031
1983,"ITG28",900,343.44000244140625
1984,"ITG28",900,340.20001220703125
1985,"ITG28",900,146.8800048828125
1986,"ITG28",900,428.760009765625
1987,"ITG28",900,247.32000732421875
1988,"ITG28",900,245.16000366210938
1989,"ITG28",900,155.52000427246094
1990,"ITG28",900,339.1199951171875
1991,"ITG28",900,456.8399963378906
1992,"ITG28",900,613.44000244140625
1993,"ITG28",900,144.72000122070312
1994,"ITG28",900,456.8399963378906
1995,"ITG28",900,185.75999450683594
1996,"ITG28",900,62.63999938964844
1997,"ITG28",900,132.83999633789062
1998,"ITG28",900,595.08001708984375
1999,"ITG28",900,413.6400146484375
2000,"ITG28",900,44.279998779296875
2001,"ITG28",900,290.5199890136719
2002,"ITG28",900,172.8000030517578
2003,"ITG28",900,172.8000030517578
2004,"ITG28",900,422.2799987792969
2005,"ITG28",900,117.72000122070312
2006,"ITG28",900,0
2007,"ITG28",900,15.119999885559082
2008,"ITG28",900,108
2009,"ITG28",900,37.79999923706055
2010,"ITG28",900,31.31999969482422
2011,"ITG28",900,299.1600036621094
2012,"ITG28",900,19.440000534057617
2013,"ITG28",900,19.440000534057617
2014,"ITG28",900,22.68000030517578
1961,"ITG29",600,344.5199890136719
1962,"ITG29",600,498.9599914550781
1963,"ITG29",600,153.36000061035156
1964,"ITG29",600,252.72000122070312
1965,"ITG29",600,4.320000171661377
1966,"ITG29",600,72.36000061035156
1967,"ITG29",600,55.08000183105469
1968,"ITG29",600,55.08000183105469
1969,"ITG29",600,18.360000610351562
1970,"ITG29",600,85.31999969482422
1971,"ITG29",600,0
1972,"ITG29",600,17.280000686645508
1973,"ITG29",600,0
1974,"ITG29",600,0
1975,"ITG29",600,71.279998779296875
1976,"ITG29",600,19.440000534057617
1977,"ITG29",600,0
1978,"ITG29",600,326.1600036621094
1979,"ITG29",600,0
1980,"ITG29",600,158.75999450683594
1981,"ITG29",600,3.240000009536743
1982,"ITG29",600,10.800000190734863
1983,"ITG29",600,91.80000305175781
1984,"ITG29",600,220.32000732421875
1985,"ITG29",600,35.63999938964844
1986,"ITG29",600,164.16000366210938
1987,"ITG29",600,16.200000762939453
1988,"ITG29",600,0
1989,"ITG29",600,0
1990,"ITG29",600,0
1991,"ITG29",600,12.960000038146973
1992,"ITG29",600,174.9600067138672
1993,"ITG29",600,0
1994,"ITG29",600,46.439998626708984
1995,"ITG29",600,32.400001525878906
1996,"ITG29",600,62.63999938964844
1997,"ITG29",600,2.1600000858306885
1998,"ITG29",600,199.8000030517578
1999,"ITG29",600,23.760000228881836
2000,"ITG29",600,0
2001,"ITG29",600,152.27999877929688
2002,"ITG29",600,156.60000610351562
2003,"ITG29",600,79.91999816894531
2004,"ITG29",600,124.19999694824219
2005,"ITG29",600,0
2006,"ITG29",600,0
2007,"ITG29",600,0
2008,"ITG29",600,0
2009,"ITG29",600,11.880000114440918
2010,"ITG29",600,0
2011,"ITG29",600,137.16000366210938
2012,"ITG29",600,1.0800000429153442
2013,"ITG29",600,0
2014,"ITG29",600,14.039999961853027
1961,"ITG29",700,393.1199951171875
1962,"ITG29",700,700.91998291015625
1963,"ITG29",700,235.44000244140625
1964,"ITG29",700,478.44000244140625
1965,"ITG29",700,59.400001525878906
1966,"ITG29",700,99.36000061035156
1967,"ITG29",700,103.68000030517578
1968,"ITG29",700,131.75999450683594
1969,"ITG29",700,51.84000015258789
1970,"ITG29",700,93.95999908447266
1971,"ITG29",700,15.119999885559082
1972,"ITG29",700,85.31999969482422
1973,"ITG29",700,125.27999877929688
1974,"ITG29",700,10.800000190734863
1975,"ITG29",700,124.19999694824219
1976,"ITG29",700,39.959999084472656
1977,"ITG29",700,0
1978,"ITG29",700,370.44000244140625
1979,"ITG29",700,2.1600000858306885
1980,"ITG29",700,185.75999450683594
1981,"ITG29",700,15.119999885559082
1982,"ITG29",700,92.87999725341797
1983,"ITG29",700,96.12000274658203
1984,"ITG29",700,248.39999389648438
1985,"ITG29",700,88.55999755859375
1986,"ITG29",700,322.9200134277344
1987,"ITG29",700,182.52000427246094
1988,"ITG29",700,95.04000091552734
1989,"ITG29",700,51.84000015258789
1990,"ITG29",700,81
1991,"ITG29",700,90.720001220703125
1992,"ITG29",700,251.63999938964844
1993,"ITG29",700,12.960000038146973
1994,"ITG29",700,98.279998779296875
1995,"ITG29",700,56.15999984741211
1996,"ITG29",700,62.63999938964844
1997,"ITG29",700,24.84000015258789
1998,"ITG29",700,300.239990234375
1999,"ITG29",700,75.5999984741211
2000,"ITG29",700,41.040000915527344
2001,"ITG29",700,288.3599853515625
2002,"ITG29",700,217.0800018310547
2003,"ITG29",700,144.72000122070312
2004,"ITG29",700,213.83999633789062
2005,"ITG29",700,10.800000190734863
2006,"ITG29",700,0
2007,"ITG29",700,0
2008,"ITG29",700,0
2009,"ITG29",700,69.12000274658203
2010,"ITG29",700,0
2011,"ITG29",700,146.8800048828125
2012,"ITG29",700,3.240000009536743
2013,"ITG29",700,3.240000009536743
2014,"ITG29",700,37.79999923706055
1961,"ITG29",800,428.760009765625
1962,"ITG29",800,716.03997802734375
1963,"ITG29",800,271.0799865722656
1964,"ITG29",800,513
1965,"ITG29",800,52.91999816894531
1966,"ITG29",800,110.16000366210938
1967,"ITG29",800,93.95999908447266
1968,"ITG29",800,143.63999938964844
1969,"ITG29",800,58.31999969482422
1970,"ITG29",800,108
1971,"ITG29",800,14.039999961853027
1972,"ITG29",800,85.31999969482422
1973,"ITG29",800,127.44000244140625
1974,"ITG29",800,12.960000038146973
1975,"ITG29",800,144.72000122070312
1976,"ITG29",800,33.47999954223633
1977,"ITG29",800,4.320000171661377
1978,"ITG29",800,370.44000244140625
1979,"ITG29",800,1.0800000429153442
1980,"ITG29",800,200.8800048828125
1981,"ITG29",800,15.119999885559082
1982,"ITG29",800,105.83999633789062
1983,"ITG29",800,132.83999633789062
1984,"ITG29",800,295.9200134277344
1985,"ITG29",800,118.80000305175781
1986,"ITG29",800,264.6000061035156
1987,"ITG29",800,163.0800018310547
1988,"ITG29",800,142.55999755859375
1989,"ITG29",800,51.84000015258789
1990,"ITG29",800,115.55999755859375
1991,"ITG29",800,137.16000366210938
1992,"ITG29",800,266.760009765625
1993,"ITG29",800,16.200000762939453
1994,"ITG29",800,108
1995,"ITG29",800,58.31999969482422
1996,"ITG29",800,62.63999938964844
1997,"ITG29",800,43.20000076293945
1998,"ITG29",800,326.1600036621094
1999,"ITG29",800,86.4000015258789
2000,"ITG29",800,42.119998931884766
2001,"ITG29",800,321.8399963378906
2002,"ITG29",800,228.9600067138672
2003,"ITG29",800,149.0399932861328
2004,"ITG29",800,213.83999633789062
2005,"ITG29",800,38.880001068115234
2006,"ITG29",800,0
2007,"ITG29",800,0
2008,"ITG29",800,32.400001525878906
2009,"ITG29",800,30.239999771118164
2010,"ITG29",800,32.400001525878906
2011,"ITG29",800,222.47999572753906
2012,"ITG29",800,9.720000267028809
2013,"ITG29",800,15.119999885559082
2014,"ITG29",800,64.80000305175781
1961,"ITG2A",600,479.5199890136719
1962,"ITG2A",600,616.67999267578125
1963,"ITG2A",600,309.9599914550781
1964,"ITG2A",600,500.0400085449219
1965,"ITG2A",600,86.4000015258789
1966,"ITG2A",600,66.95999908447266
1967,"ITG2A",600,35.63999938964844
1968,"ITG2A",600,236.52000427246094
1969,"ITG2A",600,56.15999984741211
1970,"ITG2A",600,106.91999816894531
1971,"ITG2A",600,21.600000381469727
1972,"ITG2A",600,128.52000427246094
1973,"ITG2A",600,165.24000549316406
1974,"ITG2A",600,32.400001525878906
1975,"ITG2A",600,172.8000030517578
1976,"ITG2A",600,34.560001373291016
1977,"ITG2A",600,61.560001373291016
1978,"ITG2A",600,286.20001220703125
1979,"ITG2A",600,8.640000343322754
1980,"ITG2A",600,271.0799865722656
1981,"ITG2A",600,29.15999984741211
1982,"ITG2A",600,141.47999572753906
1983,"ITG2A",600,234.36000061035156
1984,"ITG2A",600,180.36000061035156
1985,"ITG2A",600,77.76000213623047
1986,"ITG2A",600,289.44000244140625
1987,"ITG2A",600,210.60000610351562
1988,"ITG2A",600,151.1999969482422
1989,"ITG2A",600,88.55999755859375
1990,"ITG2A",600,193.32000732421875
1991,"ITG2A",600,289.44000244140625
1992,"ITG2A",600,461.1600036621094
1993,"ITG2A",600,72.36000061035156
1994,"ITG2A",600,358.55999755859375
1995,"ITG2A",600,100.44000244140625
1996,"ITG2A",600,61.560001373291016
1997,"ITG2A",600,98.279998779296875
1998,"ITG2A",600,550.79998779296875
1999,"ITG2A",600,234.36000061035156
2000,"ITG2A",600,27
2001,"ITG2A",600,168.47999572753906
2002,"ITG2A",600,105.83999633789062
2003,"ITG2A",600,130.67999267578125
2004,"ITG2A",600,218.16000366210938
2005,"ITG2A",600,7.559999942779541
2006,"ITG2A",600,0
2007,"ITG2A",600,0
2008,"ITG2A",600,0
2009,"ITG2A",600,0
2010,"ITG2A",600,0
2011,"ITG2A",600,85.31999969482422
2012,"ITG2A",600,0
2013,"ITG2A",600,10.800000190734863
2014,"ITG2A",600,0
1961,"ITG2A",700,546.47998046875
1962,"ITG2A",700,563.760009765625
1963,"ITG2A",700,402.8399963378906
1964,"ITG2A",700,493.55999755859375
1965,"ITG2A",700,105.83999633789062
1966,"ITG2A",700,166.32000732421875
1967,"ITG2A",700,58.31999969482422
1968,"ITG2A",700,304.55999755859375
1969,"ITG2A",700,196.55999755859375
1970,"ITG2A",700,212.75999450683594
1971,"ITG2A",700,82.08000183105469
1972,"ITG2A",700,122.04000091552734
1973,"ITG2A",700,156.60000610351562
1974,"ITG2A",700,66.95999908447266
1975,"ITG2A",700,266.760009765625
1976,"ITG2A",700,38.880001068115234
1977,"ITG2A",700,135
1978,"ITG2A",700,300.239990234375
1979,"ITG2A",700,36.720001220703125
1980,"ITG2A",700,339.1199951171875
1981,"ITG2A",700,81
1982,"ITG2A",700,278.6400146484375
1983,"ITG2A",700,222.47999572753906
1984,"ITG2A",700,259.20001220703125
1985,"ITG2A",700,77.76000213623047
1986,"ITG2A",700,406.0799865722656
1987,"ITG2A",700,234.36000061035156
1988,"ITG2A",700,228.9600067138672
1989,"ITG2A",700,125.27999877929688
1990,"ITG2A",700,460.0799865722656
1991,"ITG2A",700,429.8399963378906
1992,"ITG2A",700,483.8399963378906
1993,"ITG2A",700,123.12000274658203
1994,"ITG2A",700,439.55999755859375
1995,"ITG2A",700,149.0399932861328
1996,"ITG2A",700,63.720001220703125
1997,"ITG2A",700,158.75999450683594
1998,"ITG2A",700,578.8800048828125
1999,"ITG2A",700,363.9599914550781
2000,"ITG2A",700,27
2001,"ITG2A",700,249.47999572753906
2002,"ITG2A",700,262.44000244140625
2003,"ITG2A",700,163.0800018310547
2004,"ITG2A",700,338.0400085449219
2005,"ITG2A",700,37.79999923706055
2006,"ITG2A",700,0
2007,"ITG2A",700,0
2008,"ITG2A",700,0
2009,"ITG2A",700,0
2010,"ITG2A",700,0
2011,"ITG2A",700,150.1199951171875
2012,"ITG2A",700,0
2013,"ITG2A",700,11.880000114440918
2014,"ITG2A",700,21.600000381469727
1961,"ITG2A",800,574.55999755859375
1962,"ITG2A",800,439.55999755859375
1963,"ITG2A",800,266.760009765625
1964,"ITG2A",800,434.1600036621094
1965,"ITG2A",800,117.72000122070312
1966,"ITG2A",800,111.23999786376953
1967,"ITG2A",800,68.04000091552734
1968,"ITG2A",800,176.0399932861328
1969,"ITG2A",800,45.36000061035156
1970,"ITG2A",800,141.47999572753906
1971,"ITG2A",800,7.559999942779541
1972,"ITG2A",800,100.44000244140625
1973,"ITG2A",800,149.0399932861328
1974,"ITG2A",800,31.31999969482422
1975,"ITG2A",800,150.1199951171875
1976,"ITG2A",800,33.47999954223633
1977,"ITG2A",800,69.12000274658203
1978,"ITG2A",800,356.3999938964844
1979,"ITG2A",800,11.880000114440918
1980,"ITG2A",800,305.6400146484375
1981,"ITG2A",800,32.400001525878906
1982,"ITG2A",800,166.32000732421875
1983,"ITG2A",800,176.0399932861328
1984,"ITG2A",800,247.32000732421875
1985,"ITG2A",800,56.15999984741211
1986,"ITG2A",800,233.27999877929688
1987,"ITG2A",800,136.0800018310547
1988,"ITG2A",800,160.9199981689453
1989,"ITG2A",800,71.279998779296875
1990,"ITG2A",800,291.6000061035156
1991,"ITG2A",800,286.20001220703125
1992,"ITG2A",800,422.2799987792969
1993,"ITG2A",800,63.720001220703125
1994,"ITG2A",800,252.72000122070312
1995,"ITG2A",800,70.19999694824219
1996,"ITG2A",800,61.560001373291016
1997,"ITG2A",800,30.239999771118164
1998,"ITG2A",800,547.55999755859375
1999,"ITG2A",800,184.67999267578125
2000,"ITG2A",800,38.880001068115234
2001,"ITG2A",800,302.3999938964844
2002,"ITG2A",800,162
2003,"ITG2A",800,133.9199981689453
2004,"ITG2A",800,241.9199981689453
2005,"ITG2A",800,43.20000076293945
2006,"ITG2A",800,0
2007,"ITG2A",800,15.119999885559082
2008,"ITG2A",800,19.440000534057617
2009,"ITG2A",800,0
2010,"ITG2A",800,23.760000228881836
2011,"ITG2A",800,294.8399963378906
2012,"ITG2A",800,4.320000171661377
2013,"ITG2A",800,23.760000228881836
2014,"ITG2A",800,60.47999954223633
1961,"ITG2A",900,545.4000244140625
1962,"ITG2A",900,489.239990234375
1963,"ITG2A",900,424.44000244140625
1964,"ITG2A",900,491.3999938964844
1965,"ITG2A",900,157.67999267578125
1966,"ITG2A",900,142.55999755859375
1967,"ITG2A",900,87.4800033569336
1968,"ITG2A",900,325.0799865722656
1969,"ITG2A",900,128.52000427246094
1970,"ITG2A",900,149.0399932861328
1971,"ITG2A",900,22.68000030517578
1972,"ITG2A",900,191.16000366210938
1973,"ITG2A",900,185.75999450683594
1974,"ITG2A",900,84.23999786376953
1975,"ITG2A",900,266.760009765625
1976,"ITG2A",900,42.119998931884766
1977,"ITG2A",900,125.27999877929688
1978,"ITG2A",900,362.8800048828125
1979,"ITG2A",900,103.68000030517578
1980,"ITG2A",900,373.67999267578125
1981,"ITG2A",900,112.31999969482422
1982,"ITG2A",900,322.9200134277344
1983,"ITG2A",900,305.6400146484375
1984,"ITG2A",900,343.44000244140625
1985,"ITG2A",900,100.44000244140625
1986,"ITG2A",900,434.1600036621094
1987,"ITG2A",900,247.32000732421875
1988,"ITG2A",900,304.55999755859375
1989,"ITG2A",900,160.9199981689453
1990,"ITG2A",900,412.55999755859375
1991,"ITG2A",900,489.239990234375
1992,"ITG2A",900,470.8800048828125
1993,"ITG2A",900,139.32000732421875
1994,"ITG2A",900,470.8800048828125
1995,"ITG2A",900,199.8000030517578
1996,"ITG2A",900,61.560001373291016
1997,"ITG2A",900,157.67999267578125
1998,"ITG2A",900,596.15997314453125
1999,"ITG2A",900,394.20001220703125
2000,"ITG2A",900,50.7599983215332
2001,"ITG2A",900,320.760009765625
2002,"ITG2A",900,201.9600067138672
2003,"ITG2A",900,162
2004,"ITG2A",900,460.0799865722656
2005,"ITG2A",900,97.19999694824219
2006,"ITG2A",900,0
2007,"ITG2A",900,29.15999984741211
2008,"ITG2A",900,88.55999755859375
2009,"ITG2A",900,23.760000228881836
2010,"ITG2A",900,34.560001373291016
2011,"ITG2A",900,308.8800048828125
2012,"ITG2A",900,6.480000019073486
2013,"ITG2A",900,20.520000457763672
2014,"ITG2A",900,38.880001068115234
1961,"ITG2A",1000,655.55999755859375
1962,"ITG2A",1000,520.55999755859375
1963,"ITG2A",1000,435.239990234375
1964,"ITG2A",1000,433.0799865722656
1965,"ITG2A",1000,217.0800018310547
1966,"ITG2A",1000,192.24000549316406
1967,"ITG2A",1000,162
1968,"ITG2A",1000,408.239990234375
1969,"ITG2A",1000,132.83999633789062
1970,"ITG2A",1000,263.5199890136719
1971,"ITG2A",1000,43.20000076293945
1972,"ITG2A",1000,248.39999389648438
1973,"ITG2A",1000,198.72000122070312
1974,"ITG2A",1000,103.68000030517578
1975,"ITG2A",1000,304.55999755859375
1976,"ITG2A",1000,85.31999969482422
1977,"ITG2A",1000,140.39999389648438
1978,"ITG2A",1000,436.32000732421875
1979,"ITG2A",1000,135
1980,"ITG2A",1000,409.32000732421875
1981,"ITG2A",1000,178.1999969482422
1982,"ITG2A",1000,460.0799865722656
1983,"ITG2A",1000,394.20001220703125
1984,"ITG2A",1000,372.6000061035156
1985,"ITG2A",1000,178.1999969482422
1986,"ITG2A",1000,491.3999938964844
1987,"ITG2A",1000,295.9200134277344
1988,"ITG2A",1000,363.9599914550781
1989,"ITG2A",1000,183.60000610351562
1990,"ITG2A",1000,422.2799987792969
1991,"ITG2A",1000,496.79998779296875
1992,"ITG2A",1000,466.55999755859375
1993,"ITG2A",1000,174.9600067138672
1994,"ITG2A",1000,496.79998779296875
1995,"ITG2A",1000,244.0800018310547
1996,"ITG2A",1000,73.44000244140625
1997,"ITG2A",1000,146.8800048828125
1998,"ITG2A",1000,611.280029296875
1999,"ITG2A",1000,477.3599853515625
2000,"ITG2A",1000,64.80000305175781
2001,"ITG2A",1000,343.44000244140625
2002,"ITG2A",1000,226.8000030517578
2003,"ITG2A",1000,216
2004,"ITG2A",1000,402.8399963378906
2005,"ITG2A",1000,157.67999267578125
2006,"ITG2A",1000,2.1600000858306885
2007,"ITG2A",1000,36.720001220703125
2008,"ITG2A",1000,205.1999969482422
2009,"ITG2A",1000,61.560001373291016
2010,"ITG2A",1000,92.87999725341797
2011,"ITG2A",1000,325.0799865722656
2012,"ITG2A",1000,43.20000076293945
2013,"ITG2A",1000,41.040000915527344
2014,"ITG2A",1000,73.44000244140625
1961,"ITG2A",1100,693.3599853515625
1962,"ITG2A",1100,464.3999938964844
1963,"ITG2A",1100,382.32000732421875
1964,"ITG2A",1100,378
1965,"ITG2A",1100,265.67999267578125
1966,"ITG2A",1100,219.24000549316406
1967,"ITG2A",1100,190.0800018310547
1968,"ITG2A",1100,362.8800048828125
1969,"ITG2A",1100,101.5199966430664
1970,"ITG2A",1100,272.1600036621094
1971,"ITG2A",1100,46.439998626708984
1972,"ITG2A",1100,235.44000244140625
1973,"ITG2A",1100,211.67999267578125
1974,"ITG2A",1100,117.72000122070312
1975,"ITG2A",1100,312.1199951171875
1976,"ITG2A",1100,69.12000274658203
1977,"ITG2A",1100,206.27999877929688
1978,"ITG2A",1100,447.1199951171875
1979,"ITG2A",1100,125.27999877929688
1980,"ITG2A",1100,442.79998779296875
1981,"ITG2A",1100,213.83999633789062
1982,"ITG2A",1100,433.0799865722656
1983,"ITG2A",1100,414.7200012207031
1984,"ITG2A",1100,363.9599914550781
1985,"ITG2A",1100,177.1199951171875
1986,"ITG2A",1100,586.44000244140625
1987,"ITG2A",1100,297
1988,"ITG2A",1100,459
1989,"ITG2A",1100,173.8800048828125
1990,"ITG2A",1100,475.20001220703125
1991,"ITG2A",1100,484.9200134277344
1992,"ITG2A",1100,467.6400146484375
1993,"ITG2A",1100,158.75999450683594
1994,"ITG2A",1100,478.44000244140625
1995,"ITG2A",1100,182.52000427246094
1996,"ITG2A",1100,74.5199966430664
1997,"ITG2A",1100,93.95999908447266
1998,"ITG2A",1100,582.1199951171875
1999,"ITG2A",1100,426.6000061035156
2000,"ITG2A",1100,69.12000274658203
2001,"ITG2A",1100,397.44000244140625
2002,"ITG2A",1100,328.32000732421875
2003,"ITG2A",1100,214.9199981689453
2004,"ITG2A",1100,381.239990234375
2005,"ITG2A",1100,186.83999633789062
2006,"ITG2A",1100,1.0800000429153442
2007,"ITG2A",1100,45.36000061035156
2008,"ITG2A",1100,253.8000030517578
2009,"ITG2A",1100,28.079999923706055
2010,"ITG2A",1100,126.36000061035156
2011,"ITG2A",1100,287.2799987792969
2012,"ITG2A",1100,49.68000030517578
2013,"ITG2A",1100,43.20000076293945
2014,"ITG2A",1100,138.24000549316406
1961,"ITG2A",1200,766.79998779296875
1962,"ITG2A",1200,502.20001220703125
1963,"ITG2A",1200,469.79998779296875
1964,"ITG2A",1200,403.9200134277344
1965,"ITG2A",1200,380.1600036621094
1966,"ITG2A",1200,311.0400085449219
1967,"ITG2A",1200,325.0799865722656
1968,"ITG2A",1200,425.5199890136719
1969,"ITG2A",1200,186.83999633789062
1970,"ITG2A",1200,426.6000061035156
1971,"ITG2A",1200,106.91999816894531
1972,"ITG2A",1200,412.55999755859375
1973,"ITG2A",1200,290.5199890136719
1974,"ITG2A",1200,258.1199951171875
1975,"ITG2A",1200,481.67999267578125
1976,"ITG2A",1200,117.72000122070312
1977,"ITG2A",1200,233.27999877929688
1978,"ITG2A",1200,521.6400146484375
1979,"ITG2A",1200,206.27999877929688
1980,"ITG2A",1200,480.6000061035156
1981,"ITG2A",1200,316.44000244140625
1982,"ITG2A",1200,515.15997314453125
1983,"ITG2A",1200,588.5999755859375
1984,"ITG2A",1200,452.5199890136719
1985,"ITG2A",1200,295.9200134277344
1986,"ITG2A",1200,653.4000244140625
1987,"ITG2A",1200,405
1988,"ITG2A",1200,487.0799865722656
1989,"ITG2A",1200,295.9200134277344
1990,"ITG2A",1200,457.9200134277344
1991,"ITG2A",1200,477.3599853515625
1992,"ITG2A",1200,462.239990234375
1993,"ITG2A",1200,226.8000030517578
1994,"ITG2A",1200,576.719970703125
1995,"ITG2A",1200,361.79998779296875
1996,"ITG2A",1200,96.12000274658203
1997,"ITG2A",1200,196.55999755859375
1998,"ITG2A",1200,577.79998779296875
1999,"ITG2A",1200,479.5199890136719
2000,"ITG2A",1200,97.19999694824219
2001,"ITG2A",1200,419.0400085449219
2002,"ITG2A",1200,374.760009765625
2003,"ITG2A",1200,347.760009765625
2004,"ITG2A",1200,389.8800048828125
2005,"ITG2A",1200,293.760009765625
